ImageFile,Cx,Cy,Class,ClassId
FRF_c1_snap_20150322160000_EBG.jpg,2400,1458,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1410,810,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1434,780,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,2119,1314,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1396,797,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1441,813,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,2115,1295,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,2171,1331,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1469,829,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1359,759,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,2400,1434,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1470,830,wetsand,1
FRF_c1_snap_20150322160000_EBG.jpg,1046,949,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2042,1870,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1112,1185,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,685,1860,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1164,1576,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,796,836,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1607,1780,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2111,1676,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1347,1157,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1778,1277,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,860,801,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1181,1274,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1669,1384,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,914,795,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,732,1062,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1614,1703,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2379,1929,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1478,1439,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1867,1841,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1920,1221,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1996,1319,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2268,1434,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1563,1471,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,968,669,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,741,1480,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,920,973,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1554,1537,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,904,565,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,914,918,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1052,1086,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,690,1056,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,981,1010,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1522,1039,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1143,1779,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,809,823,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1017,635,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2069,1676,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1364,1910,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1817,1848,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1792,1182,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2393,1548,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1740,1797,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1439,849,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1752,1531,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2215,1938,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1227,1456,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1242,1192,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,891,705,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1556,1097,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2172,1846,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2320,1845,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1097,752,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2224,1829,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1037,975,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1636,1285,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1545,1971,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2065,1707,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2234,1969,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1296,1375,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2133,1946,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1878,1268,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2154,1678,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2149,1898,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,860,1048,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1082,1755,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1159,704,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1467,898,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1904,1652,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1546,1896,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1134,684,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1550,1895,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1341,922,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,647,1350,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,724,1847,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1705,1644,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,2236,1664,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1573,1519,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1636,1145,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1915,1916,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1410,1173,drysand,2
FRF_c1_snap_20150322160000_EBG.jpg,1766,1901,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,709,1596,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,993,1365,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,867,1188,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,754,856,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1253,1950,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1523,1875,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1341,1586,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1055,1989,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1280,1970,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,945,1954,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1586,1717,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1538,1719,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1030,1887,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,987,1843,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,823,1666,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1067,1905,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,656,1543,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1373,1968,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,982,1666,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,677,1557,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,753,1163,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,698,1352,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,815,1170,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1053,1395,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1709,1917,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,657,1179,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,682,1753,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1099,1409,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,729,1390,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,818,1347,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,987,1456,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1280,1917,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1203,1368,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,720,1895,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1238,1852,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,896,1497,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1058,1411,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,583,1763,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1706,1837,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,134,1737,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,171,1411,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,481,1163,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,301,1117,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,119,1114,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,161,1399,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,175,1786,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,162,916,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,130,1728,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,539,866,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,358,1562,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,518,1444,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,330,1913,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,206,1208,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,537,906,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,70,1820,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,511,1663,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,408,1883,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,112,1612,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,326,1127,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,215,974,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,249,1052,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,178,913,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,380,1104,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,245,1265,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,308,1952,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,522,1778,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,292,1481,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,243,1835,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,380,1311,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,231,960,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,342,1794,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,68,969,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,426,1774,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,525,1884,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,457,1850,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,250,1840,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,231,1297,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,299,1431,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,247,966,vegetation,3
FRF_c1_snap_20150322160000_EBG.jpg,1021,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1194,1101,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1023,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,889,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1928,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1800,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1193,1101,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1927,1799,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1799,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1071,995,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1927,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1024,889,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1071,995,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1071,996,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1800,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1799,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1070,996,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1193,1101,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1928,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1193,1099,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1071,996,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1927,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1194,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1021,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,889,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1021,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1926,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1023,886,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1193,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1194,1101,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1070,996,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1799,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1928,1799,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1023,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1800,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1193,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1194,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1194,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1927,1797,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1192,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1071,996,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1928,1799,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1927,1797,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1024,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1800,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1800,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1021,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1928,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1069,995,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1192,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1070,995,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1927,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1926,1800,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1928,1798,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1928,1799,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1925,1800,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1024,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1927,1797,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1192,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1023,886,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1071,996,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1193,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1021,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1021,888,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1023,887,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1193,1099,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1022,886,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1192,1100,heavies,4
FRF_c1_snap_20150322160000_EBG.jpg,1071,995,heavies,4
