AnnotationId,ImageFile,Capture,ShapeType,RawCx,RawCy,Zona,Cx,Cy,InvalidRectify,MetaClass,Class,ClassId,Split
42,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,179,271,Roca,325.0,96.0,False,Rock,Rock,2,train
43,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,175,278,Roca,324.0,88.0,False,Rock,Rock,2,train
44,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,172,284,Roca,323.5,81.5,False,Rock,Rock,2,test
45,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,182,284,Roca,321.0,81.5,False,Rock,Rock,2,train
46,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,188,277,Roca,321.0,89.0,False,Rock,Rock,2,test
47,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,196,270,Roca,321.0,97.5,False,Rock,Rock,2,test
48,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,203,264,Roca,320.5,105.5,False,Rock,Rock,2,train
49,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,210,266,Roca,318.0,103.0,False,Rock,Rock,2,train
50,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,205,272,Roca,318.0,95.0,False,Rock,Rock,2,train
51,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,199,276,Roca,318.5,90.0,False,Rock,Rock,2,train
52,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,196,281,Roca,318.5,84.5,False,Rock,Rock,2,test
53,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,202,284,Roca,316.0,81.5,False,Rock,Rock,2,train
54,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,210,279,Roca,315.0,87.0,False,Rock,Rock,2,train
55,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,217,273,Roca,314.5,94.0,False,Rock,Rock,2,train
56,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,221,266,Roca,315.0,103.0,False,Rock,Rock,2,train
57,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,228,269,Roca,312.5,99.0,False,Rock,Rock,2,test
58,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,223,276,Roca,312.5,90.5,False,Rock,Rock,2,train
59,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,219,282,Roca,312.5,83.5,False,Rock,Rock,2,train
60,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,232,278,Roca,310.0,88.0,False,Rock,Rock,2,train
61,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,238,271,Roca,309.5,96.5,False,Rock,Rock,2,test
62,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,246,269,Roca,307.5,99.5,False,Rock,Rock,2,train
63,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,243,276,Roca,307.0,90.5,False,Rock,Rock,2,train
64,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,251,277,Roca,305.0,89.5,False,Rock,Rock,2,train
65,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,257,270,Roca,304.0,98.0,False,Rock,Rock,2,train
66,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,266,270,Roca,301.5,98.0,False,Rock,Rock,2,test
67,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,262,276,Roca,302.0,90.5,False,Rock,Rock,2,test
68,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,372,244,Roca,263.5,147.0,False,Rock,Rock,2,train
69,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,381,244,Roca,260.0,147.5,False,Rock,Rock,2,train
70,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,390,246,Roca,257.0,143.0,False,Rock,Rock,2,train
71,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,397,246,Roca,254.5,143.0,False,Rock,Rock,2,train
72,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,394,270,Roca,264.0,99.5,False,Rock,Rock,2,train
73,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,353,293,Roca,279.0,73.5,False,Rock,Rock,2,train
74,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,361,292,Roca,277.0,74.5,False,Rock,Rock,2,train
75,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,370,292,Roca,275.0,74.5,False,Rock,Rock,2,train
76,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,377,296,Roca,273.5,71.0,False,Rock,Rock,2,train
77,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,386,292,Roca,271.0,74.5,False,Rock,Rock,2,train
78,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,390,297,Roca,270.5,70.0,False,Rock,Rock,2,train
79,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,400,293,Roca,267.5,73.5,False,Rock,Rock,2,train
80,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,408,296,Roca,266.0,71.0,False,Rock,Rock,2,test
81,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,426,296,Roca,262.0,71.0,False,Rock,Rock,2,train
82,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,438,294,Roca,258.5,72.5,False,Rock,Rock,2,test
83,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,451,292,Roca,254.5,74.5,False,Rock,Rock,2,train
84,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,460,300,Roca,254.5,67.5,False,Rock,Rock,2,test
85,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,519,294,Roca,237.5,73.0,False,Rock,Rock,2,train
86,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,527,298,Roca,237.0,69.0,False,Rock,Rock,2,test
87,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,539,298,Roca,234.0,69.0,False,Rock,Rock,2,test
88,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,553,298,Roca,230.0,69.0,False,Rock,Rock,2,train
89,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,565,297,Roca,226.5,70.0,False,Rock,Rock,2,train
90,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,578,296,Roca,222.5,71.0,False,Rock,Rock,2,train
91,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,588,294,Roca,218.5,73.0,False,Rock,Rock,2,train
92,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,576,284,Roca,215.5,83.5,False,Rock,Rock,2,train
93,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,598,295,Roca,216.5,72.0,False,Rock,Rock,2,train
94,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,609,297,Roca,215.0,70.0,False,Rock,Rock,2,train
95,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,618,297,Roca,212.5,70.0,False,Rock,Rock,2,train
96,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,622,286,Roca,203.0,81.5,False,Rock,Rock,2,train
97,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,630,285,Roca,200.0,82.5,False,Rock,Rock,2,train
98,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,628,296,Roca,209.0,71.0,False,Rock,Rock,2,train
99,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,639,296,Roca,206.0,71.0,False,Rock,Rock,2,train
100,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,645,285,Roca,195.5,82.5,False,Rock,Rock,2,train
101,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,653,284,Roca,192.0,84.0,False,Rock,Rock,2,train
102,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,649,296,Roca,203.0,71.0,False,Rock,Rock,2,train
103,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,659,296,Roca,200.0,71.0,False,Rock,Rock,2,train
104,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,662,284,Roca,189.0,84.0,False,Rock,Rock,2,train
105,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,670,282,Roca,184.5,86.5,False,Rock,Rock,2,train
106,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,681,280,Roca,178.5,89.0,False,Rock,Rock,2,train
107,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,676,296,Roca,195.5,71.0,False,Rock,Rock,2,train
108,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,687,294,Roca,190.5,73.0,False,Rock,Rock,2,train
109,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,690,284,Roca,180.0,84.0,False,Rock,Rock,2,train
110,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,699,280,Roca,172.5,89.0,False,Rock,Rock,2,train
111,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,696,294,Roca,188.0,73.0,False,Rock,Rock,2,train
112,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,702,286,Roca,178.5,82.0,False,Rock,Rock,2,train
113,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,708,294,Roca,184.5,73.5,False,Rock,Rock,2,train
114,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,714,294,Roca,182.5,73.5,False,Rock,Rock,2,train
115,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,715,282,Roca,169.5,86.5,False,Rock,Rock,2,test
116,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,386,270,Roca,266.5,99.5,False,Rock,Rock,2,train
117,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,274,269,Roca,299.5,99.5,False,Rock,Rock,2,train
118,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,594,281,Roca,208.0,87.0,False,Rock,Rock,2,test
119,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,602,281,Roca,205.5,87.0,False,Rock,Rock,2,train
120,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,612,282,Roca,203.0,86.0,False,Rock,Rock,2,train
121,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,567,284,Roca,218.5,83.5,False,Rock,Rock,2,train
122,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,16,292,Agua,355.0,73.5,False,Water,Water,0,train
123,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,26,262,Agua,370.0,106.0,False,Water,Water,0,train
124,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,33,257,Agua,372.0,113.5,False,Water,Water,0,train
125,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,88,242,Agua,368.0,142.0,False,Water,Water,0,train
126,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,62,250,Agua,369.0,125.5,False,Water,Water,0,test
127,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,6,293,Agua,356.5,73.0,False,Water,Water,0,train
128,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,25,292,Agua,353.0,73.5,False,Water,Water,0,train
129,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,39,290,Agua,351.0,75.5,False,Water,Water,0,test
130,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,46,294,Agua,347.5,72.0,False,Water,Water,0,test
131,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,54,289,Agua,348.0,76.5,False,Water,Water,0,train
132,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,61,293,Agua,345.0,73.0,False,Water,Water,0,test
133,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,70,288,Agua,345.0,77.5,False,Water,Water,0,train
134,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,75,294,Agua,341.5,72.0,False,Water,Water,0,train
135,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,84,290,Agua,341.5,75.5,False,Water,Water,0,train
136,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,92,294,Agua,338.0,72.0,False,Water,Water,0,train
137,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,102,295,Agua,335.5,71.5,False,Water,Water,0,test
138,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,111,295,Agua,334.0,71.5,False,Water,Water,0,train
139,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,159,295,Agua,323.5,71.5,False,Water,Water,0,train
140,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,169,295,Agua,321.5,71.5,False,Water,Water,0,train
141,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,175,246,Agua,336.5,136.0,False,Water,Water,0,train
142,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,209,254,Agua,322.0,121.5,False,Water,Water,0,train
143,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,218,252,Agua,319.5,125.5,False,Water,Water,0,train
144,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,195,295,Agua,315.5,71.5,False,Water,Water,0,train
145,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,208,295,Agua,313.0,71.5,False,Water,Water,0,test
146,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,215,289,Agua,312.0,77.0,False,Water,Water,0,train
147,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,218,296,Agua,310.5,70.5,False,Water,Water,0,train
148,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,228,297,Agua,308.0,70.0,False,Water,Water,0,train
149,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,236,288,Agua,307.5,78.0,False,Water,Water,0,train
150,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,242,285,Agua,306.5,80.5,False,Water,Water,0,train
151,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,239,295,Agua,306.0,71.5,False,Water,Water,0,train
152,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,258,284,Agua,302.5,82.0,False,Water,Water,0,train
153,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,268,285,Agua,300.0,81.0,False,Water,Water,0,test
154,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,262,291,Agua,301.0,75.0,False,Water,Water,0,test
155,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,266,295,Agua,299.5,71.5,False,Water,Water,0,train
156,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,307,260,Agua,290.0,113.5,False,Water,Water,0,train
157,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,296,259,Agua,293.5,115.0,False,Water,Water,0,test
158,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,288,264,Agua,295.5,107.0,False,Water,Water,0,train
159,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,286,240,Agua,298.0,154.0,False,Water,Water,0,train
160,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,276,296,Agua,297.5,70.5,False,Water,Water,0,train
161,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,280,286,Agua,297.0,80.0,False,Water,Water,0,test
162,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,282,276,Agua,297.0,91.0,False,Water,Water,0,test
163,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,291,278,Agua,294.5,88.5,False,Water,Water,0,train
164,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,288,286,Agua,295.0,80.0,False,Water,Water,0,test
165,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,286,295,Agua,295.0,71.5,False,Water,Water,0,train
166,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,295,296,Agua,293.0,70.5,False,Water,Water,0,train
167,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,298,284,Agua,292.5,82.0,False,Water,Water,0,train
168,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,303,296,Agua,291.0,70.5,False,Water,Water,0,train
169,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,308,281,Agua,290.0,85.5,False,Water,Water,0,train
170,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,317,280,Agua,287.5,86.5,False,Water,Water,0,train
171,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,365,253,Agua,269.0,127.0,False,Water,Water,0,test
172,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,359,261,Agua,273.0,112.5,False,Water,Water,0,train
173,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,369,264,Agua,270.5,108.0,False,Water,Water,0,train
174,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,372,271,Agua,271.0,98.0,False,Water,Water,0,train
175,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,379,275,Agua,269.5,93.0,False,Water,Water,0,train
176,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,388,277,Agua,267.5,90.5,False,Water,Water,0,train
177,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,363,275,Agua,274.5,92.5,False,Water,Water,0,train
178,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,325,275,Agua,285.0,92.5,False,Water,Water,0,test
179,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,335,277,Agua,282.5,90.0,False,Water,Water,0,train
180,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,315,288,Agua,288.0,78.0,False,Water,Water,0,train
181,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,313,297,Agua,289.0,70.0,False,Water,Water,0,train
182,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,325,300,Agua,286.0,67.5,False,Water,Water,0,train
183,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,394,281,Agua,266.5,86.0,False,Water,Water,0,train
184,0108_0154_18_09_04_17_30_mean_rectified.tif,0108_0154_18_09_04_17_30,point,436,277,Agua,253.5,91.0,False,Water,Water,0,train
